GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
spleen	6	2	K562	250	1000	35	0.171428571428571	0.0571428571428571	0.333333333333333	DIRECTNET	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
LCL	15	5	GM12878	250	1000	130	0.115384615384615	0.0384615384615385	0.333333333333333	DIRECTNET	LCL.GM12878	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	0	0	BMMC22_B1_B	250	1000	43	0	0	NA	DIRECTNET	B.BMMC22_B1_B	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD4_pos	1	1	BMMC22_CD4_pos_T_activated	250	1000	353	0.0028328611898017	0.0028328611898017	1	DIRECTNET	T_CD4_pos.BMMC22_CD4_pos_T_activated	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	0	0	BMMC22_CD4_pos_T_activated	250	1000	77	0	0	NA	DIRECTNET	Treg.BMMC22_CD4_pos_T_activated	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	0	0	BMMC22_CD4_pos_T_naive	250	1000	77	0	0	NA	DIRECTNET	Treg.BMMC22_CD4_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD8_pos	1	0	BMMC22_CD8_pos_T	250	1000	52	0.0192307692307692	0	0	DIRECTNET	T_CD8_pos.BMMC22_CD8_pos_T	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD8_pos	0	0	BMMC22_CD8_pos_T_naive	250	1000	52	0	0	NA	DIRECTNET	T_CD8_pos.BMMC22_CD8_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	6	3	BMMC22_CD14_pos_Mono	250	1000	138	0.0434782608695652	0.0217391304347826	0.5	DIRECTNET	monocyte.BMMC22_CD14_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	1	0	BMMC22_CD14_pos_Mono	250	1000	35	0.0285714285714286	0	0	DIRECTNET	macrophage.BMMC22_CD14_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	0	0	BMMC22_CD16_pos_Mono	250	1000	138	0	0	NA	DIRECTNET	monocyte.BMMC22_CD16_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte_CD16_pos	0	0	BMMC22_CD16_pos_Mono	250	1000	29	0	0	NA	DIRECTNET	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	0	0	BMMC22_CD16_pos_Mono	250	1000	35	0	0	NA	DIRECTNET	macrophage.BMMC22_CD16_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	2	0	BMMC22_Erythroblast	250	1000	134	0.0149253731343284	0	0	DIRECTNET	blood.BMMC22_Erythroblast	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	0	0	BMMC22_G_M_prog	250	1000	138	0	0	NA	DIRECTNET	monocyte.BMMC22_G_M_prog	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	0	0	BMMC22_G_M_prog	250	1000	51	0	0	NA	DIRECTNET	iPSC.BMMC22_G_M_prog	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
neutrophil	0	0	BMMC22_G_M_prog	250	1000	57	0	0	NA	DIRECTNET	neutrophil.BMMC22_G_M_prog	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	1	0	BMMC22_HSC	250	1000	51	0.0196078431372549	0	0	DIRECTNET	iPSC.BMMC22_HSC	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	0	0	BMMC22_ILC	250	1000	44	0	0	NA	DIRECTNET	NK.BMMC22_ILC	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	0	0	BMMC22_Lymph_prog	250	1000	51	0	0	NA	DIRECTNET	iPSC.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	0	0	BMMC22_Lymph_prog	250	1000	44	0	0	NA	DIRECTNET	NK.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	1	0	BMMC22_Lymph_prog	250	1000	43	0.0232558139534884	0	0	DIRECTNET	B.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	0	0	BMMC22_MK_E_prog	250	1000	51	0	0	NA	DIRECTNET	iPSC.BMMC22_MK_E_prog	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	0	0	BMMC22_Naive_CD20_pos_B	250	1000	43	0	0	NA	DIRECTNET	B.BMMC22_Naive_CD20_pos_B	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	2	1	BMMC22_NK	250	1000	44	0.0454545454545455	0.0227272727272727	0.5	DIRECTNET	NK.BMMC22_NK	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	0	0	BMMC22_Normoblast	250	1000	134	0	0	NA	DIRECTNET	blood.BMMC22_Normoblast	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	0	0	BMMC22_Plasma_cell	250	1000	43	0	0	NA	DIRECTNET	B.BMMC22_Plasma_cell	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	1	0	BMMC22_Proerythroblast	250	1000	134	0.00746268656716418	0	0	DIRECTNET	blood.BMMC22_Proerythroblast	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	1	0	BMMC22_Transitional_B	250	1000	43	0.0232558139534884	0	0	DIRECTNET	B.BMMC22_Transitional_B	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	0	0	PBMC_11_CD14.Mono.1	250	1000	138	0	0	NA	DIRECTNET	monocyte.PBMC_11_CD14.Mono.1	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	0	0	PBMC_11_CD14.Mono.1	250	1000	35	0	0	NA	DIRECTNET	macrophage.PBMC_11_CD14.Mono.1	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	0	0	PBMC_12_CD14.Mono.2	250	1000	138	0	0	NA	DIRECTNET	monocyte.PBMC_12_CD14.Mono.2	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	0	0	PBMC_12_CD14.Mono.2	250	1000	35	0	0	NA	DIRECTNET	macrophage.PBMC_12_CD14.Mono.2	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	0	0	PBMC_13_CD16.Mono	250	1000	138	0	0	NA	DIRECTNET	monocyte.PBMC_13_CD16.Mono	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte_CD16_pos	0	0	PBMC_13_CD16.Mono	250	1000	29	0	0	NA	DIRECTNET	monocyte_CD16_pos.PBMC_13_CD16.Mono	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	0	0	PBMC_13_CD16.Mono	250	1000	35	0	0	NA	DIRECTNET	macrophage.PBMC_13_CD16.Mono	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	0	0	PBMC_17_B	250	1000	43	0	0	NA	DIRECTNET	B.PBMC_17_B	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	0	0	PBMC_20_CD4.N1	250	1000	77	0	0	NA	DIRECTNET	Treg.PBMC_20_CD4.N1	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD4_pos	0	0	PBMC_22_CD4.M	250	1000	353	0	0	NA	DIRECTNET	T_CD4_pos.PBMC_22_CD4.M	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	0	0	PBMC_22_CD4.M	250	1000	77	0	0	NA	DIRECTNET	Treg.PBMC_22_CD4.M	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD8_pos	0	0	PBMC_24_CD8.CM	250	1000	52	0	0	NA	DIRECTNET	T_CD8_pos.PBMC_24_CD8.CM	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	3	1	PBMC_25_NK	250	1000	44	0.0681818181818182	0.0227272727272727	0.333333333333333	DIRECTNET	NK.PBMC_25_NK	DIRECTNET (high-confidence)	#e0dcca	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	547	119	K562	0	30000	2846	0.192199578355587	0.0418130709768096	0.217550274223035	DIRECTNET	blood.K562	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
spleen	110	14	K562	0	30000	618	0.177993527508091	0.0226537216828479	0.127272727272727	DIRECTNET	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
LCL	489	114	GM12878	0	30000	2398	0.203919933277731	0.0475396163469558	0.233128834355828	DIRECTNET	LCL.GM12878	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
B	1	0	BMMC22_B1_B	0	30000	498	0.00200803212851406	0	0	DIRECTNET	B.BMMC22_B1_B	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T_CD4_pos	10	4	BMMC22_CD4_pos_T_activated	0	30000	3772	0.00265111346765642	0.00106044538706257	0.4	DIRECTNET	T_CD4_pos.BMMC22_CD4_pos_T_activated	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
Tfh	2	0	BMMC22_CD4_pos_T_activated	0	30000	390	0.00512820512820513	0	0	DIRECTNET	Tfh.BMMC22_CD4_pos_T_activated	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
Treg	4	3	BMMC22_CD4_pos_T_activated	0	30000	955	0.00418848167539267	0.0031413612565445	0.75	DIRECTNET	Treg.BMMC22_CD4_pos_T_activated	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T	3	1	BMMC22_CD4_pos_T_activated	0	30000	298	0.0100671140939597	0.00335570469798658	0.333333333333333	DIRECTNET	T.BMMC22_CD4_pos_T_activated	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
Tfh	3	1	BMMC22_CD4_pos_T_naive	0	30000	390	0.00769230769230769	0.00256410256410256	0.333333333333333	DIRECTNET	Tfh.BMMC22_CD4_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
Treg	5	3	BMMC22_CD4_pos_T_naive	0	30000	955	0.00523560209424084	0.0031413612565445	0.6	DIRECTNET	Treg.BMMC22_CD4_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T	0	0	BMMC22_CD4_pos_T_naive	0	30000	298	0	0	NA	DIRECTNET	T.BMMC22_CD4_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T_CD4_pos_naive	0	0	BMMC22_CD4_pos_T_naive	0	30000	105	0	0	NA	DIRECTNET	T_CD4_pos_naive.BMMC22_CD4_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T_CD8_pos	2	0	BMMC22_CD8_pos_T	0	30000	771	0.00259403372243839	0	0	DIRECTNET	T_CD8_pos.BMMC22_CD8_pos_T	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T	1	0	BMMC22_CD8_pos_T	0	30000	298	0.00335570469798658	0	0	DIRECTNET	T.BMMC22_CD8_pos_T	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T_CD8_pos	5	3	BMMC22_CD8_pos_T_naive	0	30000	771	0.00648508430609598	0.00389105058365759	0.6	DIRECTNET	T_CD8_pos.BMMC22_CD8_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T	0	0	BMMC22_CD8_pos_T_naive	0	30000	298	0	0	NA	DIRECTNET	T.BMMC22_CD8_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte	102	35	BMMC22_CD14_pos_Mono	0	30000	2808	0.0363247863247863	0.0124643874643875	0.343137254901961	DIRECTNET	monocyte.BMMC22_CD14_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
macrophage	10	2	BMMC22_CD14_pos_Mono	0	30000	573	0.0174520069808028	0.00349040139616056	0.2	DIRECTNET	macrophage.BMMC22_CD14_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte_CD14_pos	3	2	BMMC22_CD14_pos_Mono	0	30000	55	0.0545454545454545	0.0363636363636364	0.666666666666667	DIRECTNET	monocyte_CD14_pos.BMMC22_CD14_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte	20	8	BMMC22_CD16_pos_Mono	0	30000	2808	0.00712250712250712	0.00284900284900285	0.4	DIRECTNET	monocyte.BMMC22_CD16_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte_CD16_pos	6	2	BMMC22_CD16_pos_Mono	0	30000	446	0.0134529147982063	0.00448430493273543	0.333333333333333	DIRECTNET	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
macrophage	4	3	BMMC22_CD16_pos_Mono	0	30000	573	0.00698080279232112	0.00523560209424084	0.75	DIRECTNET	macrophage.BMMC22_CD16_pos_Mono	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
dendritic	1	0	BMMC22_cDC2	0	30000	35	0.0285714285714286	0	0	DIRECTNET	dendritic.BMMC22_cDC2	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
blood	10	1	BMMC22_Erythroblast	0	30000	2846	0.00351370344342937	0.000351370344342937	0.1	DIRECTNET	blood.BMMC22_Erythroblast	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte	7	2	BMMC22_G_M_prog	0	30000	2808	0.00249287749287749	0.000712250712250712	0.285714285714286	DIRECTNET	monocyte.BMMC22_G_M_prog	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
iPSC	1	0	BMMC22_G_M_prog	0	30000	656	0.00152439024390244	0	0	DIRECTNET	iPSC.BMMC22_G_M_prog	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
neutrophil	2	1	BMMC22_G_M_prog	0	30000	939	0.00212992545260916	0.00106496272630458	0.5	DIRECTNET	neutrophil.BMMC22_G_M_prog	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
iPSC	1	0	BMMC22_HSC	0	30000	656	0.00152439024390244	0	0	DIRECTNET	iPSC.BMMC22_HSC	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
NK	3	1	BMMC22_ILC	0	30000	699	0.00429184549356223	0.00143061516452074	0.333333333333333	DIRECTNET	NK.BMMC22_ILC	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
iPSC	0	0	BMMC22_Lymph_prog	0	30000	656	0	0	NA	DIRECTNET	iPSC.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
NK	2	0	BMMC22_Lymph_prog	0	30000	699	0.00286123032904149	0	0	DIRECTNET	NK.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T	0	0	BMMC22_Lymph_prog	0	30000	298	0	0	NA	DIRECTNET	T.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
B	1	0	BMMC22_Lymph_prog	0	30000	498	0.00200803212851406	0	0	DIRECTNET	B.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
iPSC	0	0	BMMC22_MK_E_prog	0	30000	656	0	0	NA	DIRECTNET	iPSC.BMMC22_MK_E_prog	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
B	4	2	BMMC22_Naive_CD20_pos_B	0	30000	498	0.00803212851405622	0.00401606425702811	0.5	DIRECTNET	B.BMMC22_Naive_CD20_pos_B	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
NK	8	3	BMMC22_NK	0	30000	699	0.011444921316166	0.00429184549356223	0.375	DIRECTNET	NK.BMMC22_NK	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
blood	5	1	BMMC22_Normoblast	0	30000	2846	0.00175685172171469	0.000351370344342937	0.2	DIRECTNET	blood.BMMC22_Normoblast	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
dendritic	0	0	BMMC22_pDC	0	30000	35	0	0	NA	DIRECTNET	dendritic.BMMC22_pDC	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
B	4	0	BMMC22_Plasma_cell	0	30000	498	0.00803212851405622	0	0	DIRECTNET	B.BMMC22_Plasma_cell	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
blood	14	3	BMMC22_Proerythroblast	0	30000	2846	0.00491918482080112	0.00105411103302881	0.214285714285714	DIRECTNET	blood.BMMC22_Proerythroblast	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
B	3	1	BMMC22_Transitional_B	0	30000	498	0.00602409638554217	0.00200803212851406	0.333333333333333	DIRECTNET	B.BMMC22_Transitional_B	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
dendritic	0	0	PBMC_10_cDC	0	30000	35	0	0	NA	DIRECTNET	dendritic.PBMC_10_cDC	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte	2	0	PBMC_11_CD14.Mono.1	0	30000	2808	0.000712250712250712	0	0	DIRECTNET	monocyte.PBMC_11_CD14.Mono.1	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
macrophage	0	0	PBMC_11_CD14.Mono.1	0	30000	573	0	0	NA	DIRECTNET	macrophage.PBMC_11_CD14.Mono.1	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte_CD14_pos	0	0	PBMC_11_CD14.Mono.1	0	30000	55	0	0	NA	DIRECTNET	monocyte_CD14_pos.PBMC_11_CD14.Mono.1	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte	9	7	PBMC_12_CD14.Mono.2	0	30000	2808	0.00320512820512821	0.00249287749287749	0.777777777777778	DIRECTNET	monocyte.PBMC_12_CD14.Mono.2	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
macrophage	2	1	PBMC_12_CD14.Mono.2	0	30000	573	0.00349040139616056	0.00174520069808028	0.5	DIRECTNET	macrophage.PBMC_12_CD14.Mono.2	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte_CD14_pos	0	0	PBMC_12_CD14.Mono.2	0	30000	55	0	0	NA	DIRECTNET	monocyte_CD14_pos.PBMC_12_CD14.Mono.2	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte	0	0	PBMC_13_CD16.Mono	0	30000	2808	0	0	NA	DIRECTNET	monocyte.PBMC_13_CD16.Mono	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
monocyte_CD16_pos	0	0	PBMC_13_CD16.Mono	0	30000	446	0	0	NA	DIRECTNET	monocyte_CD16_pos.PBMC_13_CD16.Mono	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
macrophage	0	0	PBMC_13_CD16.Mono	0	30000	573	0	0	NA	DIRECTNET	macrophage.PBMC_13_CD16.Mono	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
B	1	0	PBMC_17_B	0	30000	498	0.00200803212851406	0	0	DIRECTNET	B.PBMC_17_B	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
B_memory	0	0	PBMC_17_B	0	30000	64	0	0	NA	DIRECTNET	B_memory.PBMC_17_B	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
Tfh	0	0	PBMC_20_CD4.N1	0	30000	390	0	0	NA	DIRECTNET	Tfh.PBMC_20_CD4.N1	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
Treg	0	0	PBMC_20_CD4.N1	0	30000	955	0	0	NA	DIRECTNET	Treg.PBMC_20_CD4.N1	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T	0	0	PBMC_20_CD4.N1	0	30000	298	0	0	NA	DIRECTNET	T.PBMC_20_CD4.N1	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T_CD4_pos_naive	0	0	PBMC_20_CD4.N1	0	30000	105	0	0	NA	DIRECTNET	T_CD4_pos_naive.PBMC_20_CD4.N1	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T_CD4_pos	14	7	PBMC_22_CD4.M	0	30000	3772	0.00371155885471898	0.00185577942735949	0.5	DIRECTNET	T_CD4_pos.PBMC_22_CD4.M	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
Tfh	1	0	PBMC_22_CD4.M	0	30000	390	0.00256410256410256	0	0	DIRECTNET	Tfh.PBMC_22_CD4.M	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
Treg	1	1	PBMC_22_CD4.M	0	30000	955	0.00104712041884817	0.00104712041884817	1	DIRECTNET	Treg.PBMC_22_CD4.M	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T	2	1	PBMC_22_CD4.M	0	30000	298	0.00671140939597315	0.00335570469798658	0.5	DIRECTNET	T.PBMC_22_CD4.M	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T_CD8_pos	0	0	PBMC_24_CD8.CM	0	30000	771	0	0	NA	DIRECTNET	T_CD8_pos.PBMC_24_CD8.CM	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
T	0	0	PBMC_24_CD8.CM	0	30000	298	0	0	NA	DIRECTNET	T.PBMC_24_CD8.CM	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
NK	15	5	PBMC_25_NK	0	30000	699	0.0214592274678112	0.00715307582260372	0.333333333333333	DIRECTNET	NK.PBMC_25_NK	DIRECTNET (high-confidence)	#e0dcca	35-3772 variants	All variants	64-64 biosample pairs
blood	49	13	K562	0	10	999	0.0490490490490491	0.013013013013013	0.26530612244898	ArchR	blood.K562	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
spleen	7	2	K562	0	10	266	0.0263157894736842	0.0075187969924812	0.285714285714286	ArchR	spleen.K562	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
LCL	109	36	GM12878	0	10	864	0.126157407407407	0.0416666666666667	0.330275229357798	ArchR	LCL.GM12878	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
B	0	0	BMMC22_B1_B	0	10	156	0	0	NA	ArchR	B.BMMC22_B1_B	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T_CD4_pos	0	0	BMMC22_CD4_pos_T_activated	0	10	1038	0	0	NA	ArchR	T_CD4_pos.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
Tfh	0	0	BMMC22_CD4_pos_T_activated	0	10	134	0	0	NA	ArchR	Tfh.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
Treg	0	0	BMMC22_CD4_pos_T_activated	0	10	287	0	0	NA	ArchR	Treg.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T	0	0	BMMC22_CD4_pos_T_activated	0	10	118	0	0	NA	ArchR	T.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
Tfh	0	0	BMMC22_CD4_pos_T_naive	0	10	134	0	0	NA	ArchR	Tfh.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
Treg	0	0	BMMC22_CD4_pos_T_naive	0	10	287	0	0	NA	ArchR	Treg.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T	0	0	BMMC22_CD4_pos_T_naive	0	10	118	0	0	NA	ArchR	T.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T_CD4_pos_naive	0	0	BMMC22_CD4_pos_T_naive	0	10	26	0	0	NA	ArchR	T_CD4_pos_naive.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
