GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
T	0	0	PBMC5_T	10	100	134	0	0	NA	Cicero	T.PBMC5_T	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	0	0	K562	100	250	243	0	0	NA	Cicero	blood.K562	Cicero (co-accessibility)	#888364	27-243 variants	100-250 Kb	9-9 biosample pairs
spleen	0	0	K562	100	250	47	0	0	NA	Cicero	spleen.K562	Cicero (co-accessibility)	#888364	27-243 variants	100-250 Kb	9-9 biosample pairs
LCL	5	0	GM12878	100	250	240	0.0208333333333333	0	0	Cicero	LCL.GM12878	Cicero (co-accessibility)	#888364	27-243 variants	100-250 Kb	9-9 biosample pairs
B	0	0	BMMC5_B	100	250	43	0	0	NA	Cicero	B.BMMC5_B	Cicero (co-accessibility)	#888364	27-243 variants	100-250 Kb	9-9 biosample pairs
T	0	0	BMMC5_T	100	250	27	0	0	NA	Cicero	T.BMMC5_T	Cicero (co-accessibility)	#888364	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	1	0	BMMC5_Erythroid	100	250	243	0.00411522633744856	0	0	Cicero	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	27-243 variants	100-250 Kb	9-9 biosample pairs
B	0	0	PBMC5_B	100	250	43	0	0	NA	Cicero	B.PBMC5_B	Cicero (co-accessibility)	#888364	27-243 variants	100-250 Kb	9-9 biosample pairs
NK	1	1	PBMC5_NK	100	250	59	0.0169491525423729	0.0169491525423729	1	Cicero	NK.PBMC5_NK	Cicero (co-accessibility)	#888364	27-243 variants	100-250 Kb	9-9 biosample pairs
T	1	1	PBMC5_T	100	250	27	0.037037037037037	0.037037037037037	1	Cicero	T.PBMC5_T	Cicero (co-accessibility)	#888364	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	0	0	K562	250	1000	134	0	0	NA	Cicero	blood.K562	Cicero (co-accessibility)	#888364	35-134 variants	250-1000 Kb	7-7 biosample pairs
spleen	0	0	K562	250	1000	35	0	0	NA	Cicero	spleen.K562	Cicero (co-accessibility)	#888364	35-134 variants	250-1000 Kb	7-7 biosample pairs
LCL	3	1	GM12878	250	1000	130	0.0230769230769231	0.00769230769230769	0.333333333333333	Cicero	LCL.GM12878	Cicero (co-accessibility)	#888364	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	0	0	BMMC5_B	250	1000	43	0	0	NA	Cicero	B.BMMC5_B	Cicero (co-accessibility)	#888364	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	1	0	BMMC5_Erythroid	250	1000	134	0.00746268656716418	0	0	Cicero	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	0	0	PBMC5_B	250	1000	43	0	0	NA	Cicero	B.PBMC5_B	Cicero (co-accessibility)	#888364	35-134 variants	250-1000 Kb	7-7 biosample pairs
NK	0	0	PBMC5_NK	250	1000	44	0	0	NA	Cicero	NK.PBMC5_NK	Cicero (co-accessibility)	#888364	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	56	2	K562	0	30000	2846	0.0196767392832045	0.000702740688685875	0.0357142857142857	Cicero	blood.K562	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
spleen	14	1	K562	0	30000	618	0.0226537216828479	0.00161812297734628	0.0714285714285714	Cicero	spleen.K562	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
LCL	122	25	GM12878	0	30000	2398	0.0508757297748123	0.0104253544620517	0.204918032786885	Cicero	LCL.GM12878	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
B	1	1	BMMC5_B	0	30000	498	0.00200803212851406	0.00200803212851406	1	Cicero	B.BMMC5_B	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
T	0	0	BMMC5_T	0	30000	298	0	0	NA	Cicero	T.BMMC5_T	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
dendritic	1	1	BMMC5_Dendritic	0	30000	35	0.0285714285714286	0.0285714285714286	1	Cicero	dendritic.BMMC5_Dendritic	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
blood	5	2	BMMC5_Erythroid	0	30000	2846	0.00175685172171469	0.000702740688685875	0.4	Cicero	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
B	2	1	PBMC5_B	0	30000	498	0.00401606425702811	0.00200803212851406	0.5	Cicero	B.PBMC5_B	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
dendritic	1	0	PBMC5_DC	0	30000	35	0.0285714285714286	0	0	Cicero	dendritic.PBMC5_DC	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
NK	3	2	PBMC5_NK	0	30000	699	0.00429184549356223	0.00286123032904149	0.666666666666667	Cicero	NK.PBMC5_NK	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
T	2	2	PBMC5_T	0	30000	298	0.00671140939597315	0.00671140939597315	1	Cicero	T.PBMC5_T	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
blood	214	58	K562	0	10	999	0.214214214214214	0.0580580580580581	0.271028037383178	FigR	blood.K562	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
spleen	50	10	K562	0	10	266	0.18796992481203	0.037593984962406	0.2	FigR	spleen.K562	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
LCL	176	48	GM12878	0	10	864	0.203703703703704	0.0555555555555556	0.272727272727273	FigR	LCL.GM12878	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
B	2	2	BMMC5_B	0	10	156	0.0128205128205128	0.0128205128205128	1	FigR	B.BMMC5_B	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
T	4	1	BMMC5_T	0	10	118	0.0338983050847458	0.00847457627118644	0.25	FigR	T.BMMC5_T	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	19	4	BMMC5_Erythroid	0	10	999	0.019019019019019	0.004004004004004	0.210526315789474	FigR	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
B	5	2	PBMC5_B	0	10	156	0.0320512820512821	0.0128205128205128	0.4	FigR	B.PBMC5_B	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
NK	4	0	PBMC5_NK	0	10	226	0.0176991150442478	0	0	FigR	NK.PBMC5_NK	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
T	2	0	PBMC5_T	0	10	118	0.0169491525423729	0	0	FigR	T.PBMC5_T	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	171	24	K562	10	100	1464	0.116803278688525	0.0163934426229508	0.140350877192982	FigR	blood.K562	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
spleen	31	5	K562	10	100	268	0.115671641791045	0.0186567164179104	0.161290322580645	FigR	spleen.K562	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
LCL	153	34	GM12878	10	100	1163	0.131556319862425	0.0292347377472055	0.222222222222222	FigR	LCL.GM12878	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	3	0	BMMC5_B	10	100	256	0.01171875	0	0	FigR	B.BMMC5_B	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	3	0	BMMC5_T	10	100	134	0.0223880597014925	0	0	FigR	T.BMMC5_T	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	1	0	BMMC5_Dendritic	10	100	21	0.0476190476190476	0	0	FigR	dendritic.BMMC5_Dendritic	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	15	0	BMMC5_Erythroid	10	100	1464	0.0102459016393443	0	0	FigR	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	5	0	PBMC5_B	10	100	256	0.01953125	0	0	FigR	B.PBMC5_B	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	0	0	PBMC5_DC	10	100	21	0	0	NA	FigR	dendritic.PBMC5_DC	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
NK	13	0	PBMC5_NK	10	100	370	0.0351351351351351	0	0	FigR	NK.PBMC5_NK	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	6	0	PBMC5_T	10	100	134	0.0447761194029851	0	0	FigR	T.PBMC5_T	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	31	5	K562	100	250	243	0.127572016460905	0.0205761316872428	0.161290322580645	FigR	blood.K562	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
spleen	4	1	K562	100	250	47	0.0851063829787234	0.0212765957446809	0.25	FigR	spleen.K562	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
LCL	21	7	GM12878	100	250	240	0.0875	0.0291666666666667	0.333333333333333	FigR	LCL.GM12878	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
B	3	0	BMMC5_B	100	250	43	0.0697674418604651	0	0	FigR	B.BMMC5_B	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
T	1	0	BMMC5_T	100	250	27	0.037037037037037	0	0	FigR	T.BMMC5_T	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	7	1	BMMC5_Erythroid	100	250	243	0.0288065843621399	0.00411522633744856	0.142857142857143	FigR	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
B	2	0	PBMC5_B	100	250	43	0.0465116279069768	0	0	FigR	B.PBMC5_B	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
NK	4	0	PBMC5_NK	100	250	59	0.0677966101694915	0	0	FigR	NK.PBMC5_NK	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
T	1	0	PBMC5_T	100	250	27	0.037037037037037	0	0	FigR	T.PBMC5_T	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	10	0	K562	250	1000	134	0.0746268656716418	0	0	FigR	blood.K562	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
spleen	5	0	K562	250	1000	35	0.142857142857143	0	0	FigR	spleen.K562	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
LCL	11	3	GM12878	250	1000	130	0.0846153846153846	0.0230769230769231	0.272727272727273	FigR	LCL.GM12878	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	1	0	BMMC5_B	250	1000	43	0.0232558139534884	0	0	FigR	B.BMMC5_B	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	2	0	BMMC5_Erythroid	250	1000	134	0.0149253731343284	0	0	FigR	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	0	0	PBMC5_B	250	1000	43	0	0	NA	FigR	B.PBMC5_B	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
NK	2	2	PBMC5_NK	250	1000	44	0.0454545454545455	0.0454545454545455	1	FigR	NK.PBMC5_NK	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	426	87	K562	0	30000	2846	0.149683766690091	0.0305692199578356	0.204225352112676	FigR	blood.K562	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
spleen	90	16	K562	0	30000	618	0.145631067961165	0.0258899676375405	0.177777777777778	FigR	spleen.K562	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
LCL	361	92	GM12878	0	30000	2398	0.150542118432027	0.0383653044203503	0.254847645429363	FigR	LCL.GM12878	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
B	9	2	BMMC5_B	0	30000	498	0.0180722891566265	0.00401606425702811	0.222222222222222	FigR	B.BMMC5_B	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
T	9	1	BMMC5_T	0	30000	298	0.0302013422818792	0.00335570469798658	0.111111111111111	FigR	T.BMMC5_T	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
dendritic	2	0	BMMC5_Dendritic	0	30000	35	0.0571428571428571	0	0	FigR	dendritic.BMMC5_Dendritic	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
blood	43	5	BMMC5_Erythroid	0	30000	2846	0.0151089248067463	0.00175685172171469	0.116279069767442	FigR	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
B	12	2	PBMC5_B	0	30000	498	0.0240963855421687	0.00401606425702811	0.166666666666667	FigR	B.PBMC5_B	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
dendritic	2	0	PBMC5_DC	0	30000	35	0.0571428571428571	0	0	FigR	dendritic.PBMC5_DC	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
NK	23	2	PBMC5_NK	0	30000	699	0.0329041487839771	0.00286123032904149	0.0869565217391304	FigR	NK.PBMC5_NK	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
T	9	0	PBMC5_T	0	30000	298	0.0302013422818792	0	0	FigR	T.PBMC5_T	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
blood	284	191	K562	0	10	999	0.284284284284284	0.191191191191191	0.672535211267606	ScenicPlus	blood.K562	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
spleen	66	38	K562	0	10	266	0.24812030075188	0.142857142857143	0.575757575757576	ScenicPlus	spleen.K562	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
LCL	249	189	GM12878	0	10	864	0.288194444444444	0.21875	0.759036144578313	ScenicPlus	LCL.GM12878	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
B	5	5	BMMC5_B	0	10	156	0.0320512820512821	0.0320512820512821	1	ScenicPlus	B.BMMC5_B	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
T	5	3	BMMC5_T	0	10	118	0.0423728813559322	0.0254237288135593	0.6	ScenicPlus	T.BMMC5_T	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	28	16	BMMC5_Erythroid	0	10	999	0.028028028028028	0.016016016016016	0.571428571428571	ScenicPlus	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
B	5	5	PBMC5_B	0	10	156	0.0320512820512821	0.0320512820512821	1	ScenicPlus	B.PBMC5_B	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
NK	8	6	PBMC5_NK	0	10	226	0.0353982300884956	0.0265486725663717	0.75	ScenicPlus	NK.PBMC5_NK	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
T	5	4	PBMC5_T	0	10	118	0.0423728813559322	0.0338983050847458	0.8	ScenicPlus	T.PBMC5_T	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	228	109	K562	10	100	1464	0.155737704918033	0.0744535519125683	0.478070175438597	ScenicPlus	blood.K562	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
spleen	42	18	K562	10	100	268	0.156716417910448	0.0671641791044776	0.428571428571429	ScenicPlus	spleen.K562	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
LCL	215	149	GM12878	10	100	1163	0.184866723989682	0.128116938950989	0.693023255813954	ScenicPlus	LCL.GM12878	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	6	3	BMMC5_B	10	100	256	0.0234375	0.01171875	0.5	ScenicPlus	B.BMMC5_B	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	6	2	BMMC5_T	10	100	134	0.0447761194029851	0.0149253731343284	0.333333333333333	ScenicPlus	T.BMMC5_T	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	2	2	BMMC5_Dendritic	10	100	21	0.0952380952380952	0.0952380952380952	1	ScenicPlus	dendritic.BMMC5_Dendritic	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	22	8	BMMC5_Erythroid	10	100	1464	0.0150273224043716	0.00546448087431694	0.363636363636364	ScenicPlus	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	8	3	PBMC5_B	10	100	256	0.03125	0.01171875	0.375	ScenicPlus	B.PBMC5_B	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	0	0	PBMC5_DC	10	100	21	0	0	NA	ScenicPlus	dendritic.PBMC5_DC	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
NK	18	12	PBMC5_NK	10	100	370	0.0486486486486487	0.0324324324324324	0.666666666666667	ScenicPlus	NK.PBMC5_NK	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	6	2	PBMC5_T	10	100	134	0.0447761194029851	0.0149253731343284	0.333333333333333	ScenicPlus	T.PBMC5_T	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	43	21	K562	100	250	243	0.176954732510288	0.0864197530864198	0.488372093023256	ScenicPlus	blood.K562	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
spleen	4	2	K562	100	250	47	0.0851063829787234	0.0425531914893617	0.5	ScenicPlus	spleen.K562	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
LCL	37	19	GM12878	100	250	240	0.154166666666667	0.0791666666666667	0.513513513513514	ScenicPlus	LCL.GM12878	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
B	5	1	BMMC5_B	100	250	43	0.116279069767442	0.0232558139534884	0.2	ScenicPlus	B.BMMC5_B	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
T	2	0	BMMC5_T	100	250	27	0.0740740740740741	0	0	ScenicPlus	T.BMMC5_T	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	5	3	BMMC5_Erythroid	100	250	243	0.0205761316872428	0.0123456790123457	0.6	ScenicPlus	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
B	2	1	PBMC5_B	100	250	43	0.0465116279069768	0.0232558139534884	0.5	ScenicPlus	B.PBMC5_B	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
NK	6	5	PBMC5_NK	100	250	59	0.101694915254237	0.0847457627118644	0.833333333333333	ScenicPlus	NK.PBMC5_NK	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
T	3	2	PBMC5_T	100	250	27	0.111111111111111	0.0740740740740741	0.666666666666667	ScenicPlus	T.PBMC5_T	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	15	6	K562	250	1000	134	0.111940298507463	0.0447761194029851	0.4	ScenicPlus	blood.K562	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
spleen	6	2	K562	250	1000	35	0.171428571428571	0.0571428571428571	0.333333333333333	ScenicPlus	spleen.K562	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
LCL	15	8	GM12878	250	1000	130	0.115384615384615	0.0615384615384615	0.533333333333333	ScenicPlus	LCL.GM12878	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	1	0	BMMC5_B	250	1000	43	0.0232558139534884	0	0	ScenicPlus	B.BMMC5_B	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	1	0	BMMC5_Erythroid	250	1000	134	0.00746268656716418	0	0	ScenicPlus	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	2	1	PBMC5_B	250	1000	43	0.0465116279069768	0.0232558139534884	0.5	ScenicPlus	B.PBMC5_B	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
NK	5	2	PBMC5_NK	250	1000	44	0.113636363636364	0.0454545454545455	0.4	ScenicPlus	NK.PBMC5_NK	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	570	327	K562	0	30000	2846	0.200281096275474	0.114898102600141	0.573684210526316	ScenicPlus	blood.K562	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
spleen	118	60	K562	0	30000	618	0.190938511326861	0.0970873786407767	0.508474576271186	ScenicPlus	spleen.K562	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
LCL	517	365	GM12878	0	30000	2398	0.215596330275229	0.152210175145955	0.705996131528046	ScenicPlus	LCL.GM12878	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
B	17	9	BMMC5_B	0	30000	498	0.034136546184739	0.0180722891566265	0.529411764705882	ScenicPlus	B.BMMC5_B	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
T	15	5	BMMC5_T	0	30000	298	0.0503355704697987	0.0167785234899329	0.333333333333333	ScenicPlus	T.BMMC5_T	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
dendritic	4	3	BMMC5_Dendritic	0	30000	35	0.114285714285714	0.0857142857142857	0.75	ScenicPlus	dendritic.BMMC5_Dendritic	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
blood	57	27	BMMC5_Erythroid	0	30000	2846	0.0200281096275474	0.00948699929725931	0.473684210526316	ScenicPlus	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
B	17	10	PBMC5_B	0	30000	498	0.034136546184739	0.0200803212851406	0.588235294117647	ScenicPlus	B.PBMC5_B	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
dendritic	0	0	PBMC5_DC	0	30000	35	0	0	NA	ScenicPlus	dendritic.PBMC5_DC	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
NK	37	25	PBMC5_NK	0	30000	699	0.0529327610872675	0.0357653791130186	0.675675675675676	ScenicPlus	NK.PBMC5_NK	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
T	14	8	PBMC5_T	0	30000	298	0.0469798657718121	0.0268456375838926	0.571428571428571	ScenicPlus	T.PBMC5_T	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
blood	272	39	K562	0	10	999	0.272272272272272	0.039039039039039	0.143382352941176	DIRECTNET	blood.K562	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
spleen	63	2	K562	0	10	266	0.236842105263158	0.0075187969924812	0.0317460317460317	DIRECTNET	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
LCL	236	36	GM12878	0	10	864	0.273148148148148	0.0416666666666667	0.152542372881356	DIRECTNET	LCL.GM12878	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
B	6	5	BMMC5_B	0	10	156	0.0384615384615385	0.0320512820512821	0.833333333333333	DIRECTNET	B.BMMC5_B	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
T	6	2	BMMC5_T	0	10	118	0.0508474576271187	0.0169491525423729	0.333333333333333	DIRECTNET	T.BMMC5_T	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	27	10	BMMC5_Erythroid	0	10	999	0.027027027027027	0.01001001001001	0.37037037037037	DIRECTNET	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
B	5	4	PBMC5_B	0	10	156	0.0320512820512821	0.0256410256410256	0.8	DIRECTNET	B.PBMC5_B	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
NK	8	5	PBMC5_NK	0	10	226	0.0353982300884956	0.0221238938053097	0.625	DIRECTNET	NK.PBMC5_NK	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
T	4	3	PBMC5_T	0	10	118	0.0338983050847458	0.0254237288135593	0.75	DIRECTNET	T.PBMC5_T	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	221	67	K562	10	100	1464	0.150956284153005	0.0457650273224044	0.30316742081448	DIRECTNET	blood.K562	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
spleen	37	8	K562	10	100	268	0.138059701492537	0.0298507462686567	0.216216216216216	DIRECTNET	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
LCL	202	63	GM12878	10	100	1163	0.173688736027515	0.0541702493551161	0.311881188118812	DIRECTNET	LCL.GM12878	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	7	3	BMMC5_B	10	100	256	0.02734375	0.01171875	0.428571428571429	DIRECTNET	B.BMMC5_B	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	8	3	BMMC5_T	10	100	134	0.0597014925373134	0.0223880597014925	0.375	DIRECTNET	T.BMMC5_T	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	3	2	BMMC5_Dendritic	10	100	21	0.142857142857143	0.0952380952380952	0.666666666666667	DIRECTNET	dendritic.BMMC5_Dendritic	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	26	9	BMMC5_Erythroid	10	100	1464	0.0177595628415301	0.00614754098360656	0.346153846153846	DIRECTNET	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
